User Name,Sex,Comments,Likes,Replies
一氧化二氢_____,保密,这是我玩的第一个galgame，然后我就愉快的顺着剧情打出了单身线[呆],1527,我也是第一次剧情直接玩出来单身线[笑哭][笑哭]
一氧化二氢_____,保密,这是我玩的第一个galgame，然后我就愉快的顺着剧情打出了单身线[呆],1527,孤独终老的人还是出现了
达达大白菜,保密,我放一个桌角在这[doge],3142,我再放一个起爆器[吃瓜][doge]
达达大白菜,保密,我放一个桌角在这[doge],3142,回复 @砯一蛮的单推人 :一个起爆器够吗？[doge]
达达大白菜,保密,我放一个桌角在这[doge],3142,好好好好好好好
雾散-樱绽-似雪纷飞,男,"0721成功推送
很难说不是故意的[笑哭]",33,谁说不是呢？
CocoaMashiro,保密,"现在是
                  白毛
                        制服
                            裙子
                               桌角
  宁宁                                  奖励时间～",107,画面感
向日葵下的诺艾尔,保密,宁宁这个pv都比东京奥运会开幕式有二次元味,5887,老子看了东京奥运会开墓过于阴间了，这是直通冥界的车。
向日葵下的诺艾尔,保密,宁宁这个pv都比东京奥运会开幕式有二次元味,5887,回复 @问題兒童吉爾伽美什 :东京奥运会开幕式不是克苏鲁召唤仪式吗？刚开完台风就开始生成了
向日葵下的诺艾尔,保密,宁宁这个pv都比东京奥运会开幕式有二次元味,5887,东京奥运会为什么要有二次元味啊，是它说要办二次元奥运会吗
上位種族の成年男性,男,晓哥，将臣，保科，昂晴一起打麻将[脱单doge],2212,将臣让幼刀看牌出千是吧[doge]
上位種族の成年男性,男,晓哥，将臣，保科，昂晴一起打麻将[脱单doge],2212,回复 @明z月t星y空 :昂晴直接给你来时间回溯，保科开启读心[doge]，就晓哥莫得排面[七濑胡桃_缜密分析]
上位種族の成年男性,男,晓哥，将臣，保科，昂晴一起打麻将[脱单doge],2212,佑斗在手接导弹.jpg
金代理,保密,美咕噜线推了一半，刚刚两人表白，卧槽了，我一大男人大半夜在屏幕前时不时发出姨母笑，看的我都要羞死了，太甜了，太甜了[笑哭]话说好久没看这播放量了，竟然超rj成第一了，牛逼[脱单doge],44,刚才玩魔宴宁宁线看到两人要分离那点给我哭死了，这辈子没怎么悲伤过
金代理,保密,美咕噜线推了一半，刚刚两人表白，卧槽了，我一大男人大半夜在屏幕前时不时发出姨母笑，看的我都要羞死了，太甜了，太甜了[笑哭]话说好久没看这播放量了，竟然超rj成第一了，牛逼[脱单doge],44,Ciallo～(∠・ω< )⌒☆
金代理,保密,美咕噜线推了一半，刚刚两人表白，卧槽了，我一大男人大半夜在屏幕前时不时发出姨母笑，看的我都要羞死了，太甜了，太甜了[笑哭]话说好久没看这播放量了，竟然超rj成第一了，牛逼[脱单doge],44,回复 @深深nya :Ciallo～(∠・ω< )⌒☆
繁云落,男,Ciallo～(∠・ω< )⌒☆,2370,Ciallo～(∠・ω< )⌒☆
繁云落,男,Ciallo～(∠・ω< )⌒☆,2370,Ciallo～(∠・ω< )⌒★
浅舟域go,男,0721推这个是吧,106,大数据推荐
浅舟域go,男,0721推这个是吧,106,0722推到了
君子伪,男,真的好喜欢魔女的夜宴，原本对gal一直有误解，认为是个gal都是搞hs的，但是这个游戏真的刷新了我的认知，非常喜欢这个gal,744,明明剧情挺感人的[委屈]，做成动画能挺不错的[tv_大哭]
君子伪,男,真的好喜欢魔女的夜宴，原本对gal一直有误解，认为是个gal都是搞hs的，但是这个游戏真的刷新了我的认知，非常喜欢这个gal,744,回复 @一般通过的僵尸娘 :gal做动画情节压缩是个问题，处理的最好的应该是clannad了
君子伪,男,真的好喜欢魔女的夜宴，原本对gal一直有误解，认为是个gal都是搞hs的，但是这个游戏真的刷新了我的认知，非常喜欢这个gal,744,顺便提一下，我永远喜欢宁宁！！！
西太平洋舰队,保密,你说的对，但《魔女的夜宴》国际中文版现正锐意制作中，预定将于今夏完成制作。官方中文版开场动画现已公开，敬请欣赏！,37,然而快两年了还没出，令人感叹
西太平洋舰队,保密,你说的对，但《魔女的夜宴》国际中文版现正锐意制作中，预定将于今夏完成制作。官方中文版开场动画现已公开，敬请欣赏！,37,回复 @空心d4 :米线！
大地巨子,保密,0721！ [打call],10,玩的这辈子有了[笑哭]
风音Staky,保密,因幡めぐる超可爱！又可爱又有活力又青涩又贤惠，游戏技术还超强，而且剧情也超甜，可以说是最温馨的一条线了，可以很好地体验正经的校园恋爱剧情，相对来说非日常感没那么强，但是很温暖，不愧是温柔似水的めぐるちゃん！,9,刚玩完，顶一下[doge]
摸摸晴晴awa,保密,2024/07/21合影留念[打call],36,跟[脱单doge]
摸摸晴晴awa,保密,2024/07/21合影留念[打call],36,+1
开车的网友,保密,以防你们不知道䌷妈妈都多好看[害羞],9,
ss_fw,保密,"14分钟200评论一刷一个评
柚子厨都围在桌角的是吧",3032,掀开桌布下面几百个柚子厨[热词系列_好家伙]
ss_fw,保密,"14分钟200评论一刷一个评
柚子厨都围在桌角的是吧",3032,柚子厨不请自来
妄烬天墟,保密,为什么不在0721发出来,5405,你又在オナニー了对吧.宁宁嫌弃.jpg
妄烬天墟,保密,为什么不在0721发出来,5405,回复 @京紫88k :我有什么才十二一的必要吗（心虚）
妄烬天墟,保密,为什么不在0721发出来,5405,因为0721发售了天结2[doge][捂脸]
超级无敌火焰暴龙,保密,7月21号谁买的推广,13,柚子官方入驻了
HIKARI-FIELD,保密,"《魔女的夜宴》国际中文版官网现已开放：https://hikarifield.co.jp/sothewitch 

本作是日本超人气美少女游戏品牌YUZUSOFT（柚子社）的经典名作。女主角绫地宁宁由桐谷华配音，是该社历代作品中最具代表性的女主角之一。  

本作主创阵容基本与柚子社另一名作《千恋＊万花》一致，由梦璃凛和小舞一担当原画与人物设计；菰绵遥华担当SD原画；剧本由天宫Ritsu、保住圭与籐太共同负责，音乐由Famishin制作。由人气歌姬米仓千寻献唱的OP主题曲《恋爱吧少女！》拥有让人一听难忘的魅力。

《魔女的夜宴》曾在美少女游戏大赏荣获综合第2、图像第1、剧本第5、系统第8、音乐第10、影片第1名、角色绫地宁宁第1、因幡巡第4与椎叶䌷第13名等诸多奖项。也曾在萌系游戏大赏获得年度第8以及年度角色设计金奖。  

《魔女的夜宴》国际中文版现正锐意制作中，预定将于今夏完成制作。",5032,因幡什么？
HIKARI-FIELD,保密,"《魔女的夜宴》国际中文版官网现已开放：https://hikarifield.co.jp/sothewitch 

本作是日本超人气美少女游戏品牌YUZUSOFT（柚子社）的经典名作。女主角绫地宁宁由桐谷华配音，是该社历代作品中最具代表性的女主角之一。  

本作主创阵容基本与柚子社另一名作《千恋＊万花》一致，由梦璃凛和小舞一担当原画与人物设计；菰绵遥华担当SD原画；剧本由天宫Ritsu、保住圭与籐太共同负责，音乐由Famishin制作。由人气歌姬米仓千寻献唱的OP主题曲《恋爱吧少女！》拥有让人一听难忘的魅力。

《魔女的夜宴》曾在美少女游戏大赏荣获综合第2、图像第1、剧本第5、系统第8、音乐第10、影片第1名、角色绫地宁宁第1、因幡巡第4与椎叶䌷第13名等诸多奖项。也曾在萌系游戏大赏获得年度第8以及年度角色设计金奖。  

《魔女的夜宴》国际中文版现正锐意制作中，预定将于今夏完成制作。",5032,回复 @齐贝林家传铁球 :因幡美咕噜[doge]
HIKARI-FIELD,保密,"《魔女的夜宴》国际中文版官网现已开放：https://hikarifield.co.jp/sothewitch 

本作是日本超人气美少女游戏品牌YUZUSOFT（柚子社）的经典名作。女主角绫地宁宁由桐谷华配音，是该社历代作品中最具代表性的女主角之一。  

本作主创阵容基本与柚子社另一名作《千恋＊万花》一致，由梦璃凛和小舞一担当原画与人物设计；菰绵遥华担当SD原画；剧本由天宫Ritsu、保住圭与籐太共同负责，音乐由Famishin制作。由人气歌姬米仓千寻献唱的OP主题曲《恋爱吧少女！》拥有让人一听难忘的魅力。

《魔女的夜宴》曾在美少女游戏大赏荣获综合第2、图像第1、剧本第5、系统第8、音乐第10、影片第1名、角色绫地宁宁第1、因幡巡第4与椎叶䌷第13名等诸多奖项。也曾在萌系游戏大赏获得年度第8以及年度角色设计金奖。  

《魔女的夜宴》国际中文版现正锐意制作中，预定将于今夏完成制作。",5032,之前还以为魔女的夜宴没有官中的希望了，没想到居然等到了这一天，可以说是对我影响最大的一部作品了，感动啊，出必买，买他个十份
死耗子可汗,保密,久岛佳苗老师一到课堂，所有同学便都看着她笑，有的叫到“佳苗酱，你又有男朋友了！”她不回答，对同学们说：“关于这个论点，作者在下一段落换了一种说法。”便在黑板排出一行字。他们又故意高声囔道“你一定有了男朋友！”久岛佳苗睁大眼睛说：“你怎能凭空污人清白……”“什么清白？我前天亲眼见你在火车站跟一个男人走的很近，很近啊！”久岛佳苗便涨红了脸，额上的青筋条条綻出，争辩到“跟大我五岁的哥哥在一起不能叫有对象……哥哥！……老师的事，能叫谈恋爱吗？”接着便是难懂的话，什么“先想办法搞定自己”，什么“诅咒你在我结婚之前永远找不到恋人”之类的，引得同学们哄笑起来，课堂上充满了快活的空气,124,海岛救一下啊
死耗子可汗,保密,久岛佳苗老师一到课堂，所有同学便都看着她笑，有的叫到“佳苗酱，你又有男朋友了！”她不回答，对同学们说：“关于这个论点，作者在下一段落换了一种说法。”便在黑板排出一行字。他们又故意高声囔道“你一定有了男朋友！”久岛佳苗睁大眼睛说：“你怎能凭空污人清白……”“什么清白？我前天亲眼见你在火车站跟一个男人走的很近，很近啊！”久岛佳苗便涨红了脸，额上的青筋条条綻出，争辩到“跟大我五岁的哥哥在一起不能叫有对象……哥哥！……老师的事，能叫谈恋爱吗？”接着便是难懂的话，什么“先想办法搞定自己”，什么“诅咒你在我结婚之前永远找不到恋人”之类的，引得同学们哄笑起来，课堂上充满了快活的空气,124,回复 @夜神月一郎 :海道倒了↗↘（悲）
死耗子可汗,保密,久岛佳苗老师一到课堂，所有同学便都看着她笑，有的叫到“佳苗酱，你又有男朋友了！”她不回答，对同学们说：“关于这个论点，作者在下一段落换了一种说法。”便在黑板排出一行字。他们又故意高声囔道“你一定有了男朋友！”久岛佳苗睁大眼睛说：“你怎能凭空污人清白……”“什么清白？我前天亲眼见你在火车站跟一个男人走的很近，很近啊！”久岛佳苗便涨红了脸，额上的青筋条条綻出，争辩到“跟大我五岁的哥哥在一起不能叫有对象……哥哥！……老师的事，能叫谈恋爱吗？”接着便是难懂的话，什么“先想办法搞定自己”，什么“诅咒你在我结婚之前永远找不到恋人”之类的，引得同学们哄笑起来，课堂上充满了快活的空气,124,《久岛乙己》（悲）
4O74Y74L74J7,男,草，六月底夏促刚买过nn的英文版[笑哭],146,我老早买了，退不了款，当然如果需要重新购买，我也会掏钱。
4O74Y74L74J7,男,草，六月底夏促刚买过nn的英文版[笑哭],146,回复 @shyguy09 :会更新的，HF和NN合作很多次了，而且HF官方商城介绍写的发行商是HIKARI FIELD / NekoNyan
4O74Y74L74J7,男,草，六月底夏促刚买过nn的英文版[笑哭],146,+1
meic233,保密,补丁失效研究半天，最后发现压缩包里多了层文件夹，把文件夹一起解压进去了，咱还在内心笑b站解压教程谁不会呢，裂开[不问天_感叹号]…,7,我是直接评论区找了个网站，点进去就能下补丁，所有游戏都有[滑稽]现在四大名著在一起看
-微一,保密,不是，为什么我会被推送到这东西。我应该藏得很深的啊[捂脸],315,你可能在图书馆的桌角快乐时被发现了（）
-微一,保密,不是，为什么我会被推送到这东西。我应该藏得很深的啊[捂脸],315,回复 @夏司仁 :魔鬼[笑哭]
-微一,保密,不是，为什么我会被推送到这东西。我应该藏得很深的啊[捂脸],315,[脱单doge]你准备的起爆器恐怕被发现了
小白的翅膀,男,本来以前对galgame毫无兴趣的。。。结果今天第一次通关了宁宁线后发觉自己从未这么对美少女游戏入迷，第一次只玩完宁宁线的上半部分以为宁宁真的就这么和主角要被魔女的契约拆散了，两人最后拥抱在一起，主角只能眼睁睁看着宁宁消失在白光中我真的要哭出来了，不过最后还是happy ending真是太好了[大哭]。我的天呐，我真的变成阿宅了。,771,天哪我也是，以前从来没有接触过，这两天玩了一下马上就迷上宁宁了，每天满脑子都想着，消失的那一段特别难受，难受的吃不下饭，还好还有个restart[大哭]
小白的翅膀,男,本来以前对galgame毫无兴趣的。。。结果今天第一次通关了宁宁线后发觉自己从未这么对美少女游戏入迷，第一次只玩完宁宁线的上半部分以为宁宁真的就这么和主角要被魔女的契约拆散了，两人最后拥抱在一起，主角只能眼睁睁看着宁宁消失在白光中我真的要哭出来了，不过最后还是happy ending真是太好了[大哭]。我的天呐，我真的变成阿宅了。,771,回复 @StaaRZ :难受地吃不下饭太真实了[大哭][大哭][大哭]
小白的翅膀,男,本来以前对galgame毫无兴趣的。。。结果今天第一次通关了宁宁线后发觉自己从未这么对美少女游戏入迷，第一次只玩完宁宁线的上半部分以为宁宁真的就这么和主角要被魔女的契约拆散了，两人最后拥抱在一起，主角只能眼睁睁看着宁宁消失在白光中我真的要哭出来了，不过最后还是happy ending真是太好了[大哭]。我的天呐，我真的变成阿宅了。,771,我共情比较严重，那块消失的情节我真的一直在哭，哭了一个小时T﹏T从知道宁宁要消失一直哭到男主想起记忆才缓下来
酷酷の霜叶小姐姐,保密,谁能拒绝美咕噜呢[打call],126,她为什么不是真的啊[大哭]
酷酷の霜叶小姐姐,保密,谁能拒绝美咕噜呢[打call],126,回复 @上半身芙兰达 :小恶魔系的可爱学妹...会陪你打游戏...会和你谈心...会扑倒在你怀里像小狗狗一样撒娇...一口一个仙贝地叫你...这样的人怎么可能存在[大哭]
可爱的羊巴鲁---,男,第一次玩进了单身线，第二次玩宁宁线把我刀了[怪怪小黄豆_和善],12,高手
德丽傻第一可爱,男,你说得对，但是《官中》是由HIKARI自主研发的一款全新放鸽子游戏。游戏发生在一个被称作【galgame】的幻想世界。你将扮演一名为【补票者】的神秘角色，逐步发现【今年夏天制作完成】的真相,38,
我是_轰鸣的寂静,保密,"哦新的官中（滑过去）
等等卧槽？（拉回来）",1084,
雲帆_59,男,"请问RJ是什么游戏  LV5
刚刚    IP属地：安徽
             [微笑]
             👍99  👎  →  ☁️",6,
SCP-9528,保密,"首先，我为什么会刷到这个？[笑哭]
其次
…
……
Ciallo～(∠・ω< )⌒☆",12,
かがみinMirror,保密,メンカタカラメヤサイダブルニンニクアブラマシマシ！,539,面硬加咸蔬菜加倍蒜末油多多
かがみinMirror,保密,メンカタカラメヤサイダブルニンニクアブラマシマシ！,539,这是什么片假名噩梦
かがみinMirror,保密,メンカタカラメヤサイダブルニンニクアブラマシマシ！,539,回复 @上帝压狗のKinkora :哈哈哈，我真的要翻着五十音图对照平假才能念，片假真的太难记了[藏狐]
成天三连导致没币,男,能汇聚到这里的各位想必坐高铁都是先上车后补票的吧[doge],1893,[吃瓜]我是例外，不玩gal，但是我混贴吧，比较出名的gal我基本上都通关了
成天三连导致没币,男,能汇聚到这里的各位想必坐高铁都是先上车后补票的吧[doge],1893,回复 @猫听完也死了 :不玩gal还通关，您这蹭的程度有点高啊[doge]
成天三连导致没币,男,能汇聚到这里的各位想必坐高铁都是先上车后补票的吧[doge],1893,我就不一样，我除了先上车后补票，还有的时候只买票，不上车[doge]
一姫Kazuki,男,我最近是在玩魔女的夜宴，可是我从来没在b站上搜过，为什么会推到这个视频[捂眼],549,因为推送量大，而大多数推送你是不感兴趣的，所以可能没在意，直到推送到了你最近关注的，一下捕捉到了你的兴趣点，可能会觉得很神奇。其实只是因为推送量大，而绝大多数你只是略过不在意而已。
一姫Kazuki,男,我最近是在玩魔女的夜宴，可是我从来没在b站上搜过，为什么会推到这个视频[捂眼],549,还有一点，给这个视频点赞的有8000+，评论1600+，最近正好在玩的可能只有几个，但是他们觉得很神奇，然后就一定会留下评论。打个不恰当的比方或者玩笑，为什么卖降落伞的商家评论都是好评，因为想打差评的可能已经没办法打出差评了
电眼逼人你虎哥,男,第一次尝试做动态壁纸 边做边学3天 做了我最喜欢的美咕噜 传到wallpaper了 喜欢的可以支持一下哦[脱单doge],25,这都能遇到！质量挺高的，话说美咕噜的壁纸也太少了点吧[大哭]
bili_12606035615,保密,今天是0721，5:00在图书馆蹲一只可爱的宁宁[脱单doge],16,哈哈哈哈哈
Chaos木心,保密,在steam买了的会同步更新吗[tv_思考],58,同问
Chaos木心,保密,在steam买了的会同步更新吗[tv_思考],58,应该是和making lover一样重新出一个中文版
Chaos木心,保密,在steam买了的会同步更新吗[tv_思考],58,回复 @仓科Asuka :STEAM有中文的吗 我刚刚又去看了下没发现耶，买的那版也还是英文
summer殇简,男,0721刷到这个很正常吧[脱单doge][脱单doge],15,那确实
summer殇简,男,0721刷到这个很正常吧[脱单doge][脱单doge],15,我也被推到了[喜极而泣]
迷之幽暗,保密,《今夏完成制作》，所以我官中呢！[热词系列_锤][热词系列_锤][热词系列_锤]（尖叫）（扭曲）（阴暗的爬行） （爬行）（扭动）（阴暗地蠕动）（翻滚）（激烈地爬动）（扭曲）（痉挛）（嘶吼）（蠕动）（阴森的低吼）（爬行）（分裂）（走上岸）（扭动）（痉挛）（蠕动）（扭曲的行走）（不分对象攻击）,21,今夏了这下真成[脱单doge]
席拂,男,哥，求你了🙏让我玩柚子社吧，一小时🤌，一小时也行求你了🙏我在也不跑了哥，我真的太痒了，求你了，我听话，我以后再也不闹了🤐，求你了哥，让我玩吧，我现在身体痒的要死😫，求求你了🙏，哥，你就最后再让我玩一次吧我求求你了🙏哥，你要什么我都给你，你再让我玩会就好，我现在身体里像是有蚂蚁在爬😫，太痒了 哥，让我玩吧，最后一次，我发誓✋，啊啊啊嘿嘿嘿吼吼吼啊啊呀呀 好爽啊，啊啊啊啊蚂蚁蚂蚁我超卧槽啊啊啊啊啊我的骨头里哈哈哈哈哈有蚂蚁啊哈哈哈啊哈哈哈有蚂蚁再爬好痒啊哈哈哈呜~我要飞了啊哈哈哈我是一只小蝴蝶哈哈哈哈哈好爽啊卧槽卧槽，来了卧槽...我头晕啊卧槽...哎呦...哎呀...？哎呦？不对劲？哎嘿？真不对劲啊？嘿嘿嘿，嘿嘿嘿嘿嘿嘿...嘿嘿嘿嘿哈哈哈哈哈哈哈...哎呦不行...我飘起来啦，我怎么在飞啊...这个翅膀，嘿嘿嘿嘿嘿嘿...哎呀，受不了了...哎呀，下雨了，我身上好痒啊...有蚂蚁咬我啊，我痒，我难受，我热啊...我难受啊...我又飞起来了卧槽，我怎么头朝下了....开花了，红的蓝的，还有长腿的...别往我的脸上爬...哈哈哈哈哈哈哈哈哈哈哈哈，哈哈哈哈，咳咳咳...小老鼠跳舞，嘿嘿嘿...小人骑大马，和小鸟打仗，加油，打死他，哈哈哈哈哈哈....兄弟们，我后悔啊。我现在头疼的要死，舌头也是麻的，满脑子都是柚子社的作品。我刚刚感觉特别轻，飘在天上下不来，现在胳膊腿都没抬不起来，太难受了卧槽...真的，如果再给我一次机会，我绝对不会碰柚子社了，看都不会看一眼。我现在一闭眼就是自己在天上飞，还有花啊草啊，地上跑的小狗小猫，小蜜蜂小蝴蝶，真的，一闭上眼睛就在想，头上的血管嘭嘭跳，胃里面火烧一样疼哥，求你了🙏让我玩柚子社吧，一小时🤌，一小时也行求你了🙏我在也不跑了哥，我真的太痒了，求你了，我听话，我以后再也不闹了🤐，求你了哥，让我玩吧，我现在身体痒的要死😫，求求你了🙏，哥，你就最后再让我玩一次吧我求求你了🙏哥，你要什么我都给你，你再让我玩会就好，我现在身体里像是有蚂蚁在爬😫，太痒了 哥，让我玩吧，最后一次，我发誓✋,14,
三秋ACE,男,华哥，你在表界也要幸福啊😭,26,
基沃托斯最强忍者,女,0721之神保佑我明天声乐考试面试成功[支持],15,回复 @ほしかわかぐや :恭喜🎉
四季夏目喵,男,你说得对，但是《魔女的夜宴》国际中文版现正锐意制作中，预定将于今（2021）年夏完成制作。官方中文版开场动画现已公开，敬请欣赏！,42,今夕是何年
Zcklor轮回,男,别尬黑，今年夏季罢了,27,夏什么？
Zcklor轮回,男,别尬黑，今年夏季罢了,27,你也是 就在今夏？
Zcklor轮回,男,别尬黑，今年夏季罢了,27,回复 @春日的雪之下 :没事了
蕾咪莉亚酱,男,我放两个房间起爆器在这,182,我放一碗乌冬在这里[doge]
蕾咪莉亚酱,男,我放两个房间起爆器在这,182,开始在肚子上写字[doge]
高宮菜菜华,保密,@天诺战士 [doge],186,太经典啦，就是您给鬼子一条最快的线路是吧[脱单doge]
高宮菜菜华,保密,@天诺战士 [doge],186,回复 @-丛雨 :新淦线（无端联想）
高宮菜菜华,保密,@天诺战士 [doge],186,天诺厨不请自来
-天绫绫地宁宁-,保密,我！要！绫！地！宁！宁！！！,52,可是你的头像是谁啊[doge]
-天绫绫地宁宁-,保密,我！要！绫！地！宁！宁！！！,52,可是你的头像是谁啊[doge]
不是四季夏目捏,保密,不对吧不应该啊，为啥我被推这个，我感觉我藏的很好啊,47,这波和ID配合的不是很好[傲娇]
不是四季夏目捏,保密,不对吧不应该啊，为啥我被推这个，我感觉我藏的很好啊,47,（ '▿ ' 💧）你藏了个🎤
芝士老猞猁s,保密,你说的对，但是我们决定0721再发售,27,哈哈哈，你怕不是内部
芝士老猞猁s,保密,你说的对，但是我们决定0721再发售,27,回复 @Potato_ldsuper :完了，我成预言家了
冷冰冰牌高等术学,男,魔女的夜宴过审用了两年，同理可得天使嚣嚣会在2025年6月上线[妙啊],13,二审都没过真难说🥶，等了老久了，好像是剧情硬伤
天天夜走,男,你说的今夏，是北半球还是南半球的？[doge][doge],41,南半球的今夏也到了啊[无语]
天天夜走,男,你说的今夏，是北半球还是南半球的？[doge][doge],41,回复 @世界上最可爱的纱雾 :然而南半球的夏天是12月[捂脸][捂脸]
天天夜走,男,你说的今夏，是北半球还是南半球的？[doge][doge],41,一月了
天真男人,保密,为什么全是五六级？搞得我很没面子[囧],41,我更没面子😭
天真男人,保密,为什么全是五六级？搞得我很没面子[囧],41,[doge]
东看西看卡,男,今天是0721，把这条消息转发到五个群，绫地宁宁会邀请你去图书馆进行学习交流，我试过了，是假的，还会被群友用空调遥控器引爆房间，但今天真的是0721,10,
筱樽,男,今天是0721，在这里祝大家天天0721（）,24,
kiss_妖怪,保密,我刚玩就给我推这个?[辣眼睛][辣眼睛],28,必推美咕噜哟٩( 'ω' )و
kiss_妖怪,保密,我刚玩就给我推这个?[辣眼睛][辣眼睛],28,BV1Yy4y1u7JN
kiss_妖怪,保密,我刚玩就给我推这个?[辣眼睛][辣眼睛],28,回复 @挨透忍者常陆茉子 :太草了
O5-O6,保密,今天0721日！,11,
圆滚滚二号机,保密,今天推学姐线真的蚌埠住了，，这部主角们一个父母离异，一个母亲去世，一个直接就是孤儿，，这已经不是恋爱游戏了，是亲情伦理剧了吧喂！,11,学姐线继续推吧，她可不是真的“孤儿”哦[tv_doge]
圆滚滚二号机,保密,今天推学姐线真的蚌埠住了，，这部主角们一个父母离异，一个母亲去世，一个直接就是孤儿，，这已经不是恋爱游戏了，是亲情伦理剧了吧喂！,11,回复 @平安奥斯曼 :推完了，我爱学姐[大哭]学姐失忆真的看得洒家虎躯一震
圆滚滚二号机,保密,今天推学姐线真的蚌埠住了，，这部主角们一个父母离异，一个母亲去世，一个直接就是孤儿，，这已经不是恋爱游戏了，是亲情伦理剧了吧喂！,11,这样夸奖我的后辈也很温柔啊（￣▽￣）
喜欢Ciallo的美咕噜,保密,"【中文版、英文版相關 後續公告】
⠀
對於已經購買英文版的朋友，這次真的非常抱歉，因為所委託的翻譯公司，在這次製作英文版跟中文版的系統當中，有些許的差異，所以造成英文、中文版本得分開購買。
⠀
用DLC方式追加，也詢問過，如上述所說系統上的差異，導致翻譯公司製作上有難度，所以無法追加。
⠀
那也因為我們是在中文版發表當天才得知這個問題(版本分開)，以往都是中/英一起。
往後為了防止這樣的事情再次發生，我們預計會在中文版或英文版發表/發售時(看哪個版本先)，一併告知這次的作品後續語言版本是否分開或是共用。
⠀
造成已經購買英文版的朋友們困擾，真的非常抱歉。
⠀
還請各位多多諒解。
⠀
ゆずソフト　柚子社",42,
长门有希だ,保密,好家伙，就我一个人厨和奏？[doge],362,我tm第一次玩推了4次和奏线一直单身，后来朋友告诉我要先娶别的女人[笑哭]
长门有希だ,保密,好家伙，就我一个人厨和奏？[doge],362,回复 @是灵叡 :老哥你这……也是够专情了[笑哭]
长门有希だ,保密,好家伙，就我一个人厨和奏？[doge],362,自带伪青梅属性，又爽朗热情偶尔带点小可爱，每天除了同居就基本是老夫老妻似得过日子，这种女人我真的拒绝不了[羞羞]
天晨skyhine,男,好奇没有加dlc的版本怎么处理图书馆0721的关键剧情[吃瓜],44,你见过英文版吗？[doge]3个g的补丁
天晨skyhine,男,好奇没有加dlc的版本怎么处理图书馆0721的关键剧情[吃瓜],44,详情见英文版[doge]
泪柒倾城z,男,难不成就我一个第一次过的单身线[笑哭],8,太花心不好哦[doge]，单推一个角色线路，做选项时尽量避免与其他角色亲热
泪柒倾城z,男,难不成就我一个第一次过的单身线[笑哭],8,我也是
魈派蒙,保密,放一个起爆器这里，等一波有缘人Ciallo～(∠•ω<)⌒★,67,Ciallo～(∠・ω< )⌒☆
魈派蒙,保密,放一个起爆器这里，等一波有缘人Ciallo～(∠•ω<)⌒★,67,Ciallo～(∠•ω<)⌒★
泽塔型泽塔塔,保密,"常年玩柚子社的人都目光炯炯有神，非常自信，且智商逐年上升，最后完全成为天才。玩柚子社会改造身体结构，预防各种不治之症。人一旦开始玩柚子社就说明这个人的智慧品行样貌通通都是上等，这辈子都能在任何地方风姿飒爽。柚子厨具有强烈的社会正义感，对治安稳定有巨大的贡献，保护普通人的生命。
Ciallo～(∠・ω< )⌒☆",7,
YYmonarch,男,"steam贴了度盘布丁被版主噶了，不知道有没有帮到几个想0721的兄弟（[初音未来_哭了]
/s/1rcUzGh9V7FRqXhhLzgDWQA?pwd=0721",10,有没有纯补丁的，有正版本体
